question_id,question_title,question,question_link,topic,answer,therapist_info
20,My family says I have depression,"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks. Sometimes I feel i'm not worth knowing or i'm never going to do anything right. Are they right, am I depressed",https://counselchat.com/questions/my-family-says-i-have-depression,depression,"Characterized by persistent sadness and a lack of interest or pleasure in previously rewarding or enjoyable activitiesYou're not alone. Globally, more than 264 million people of all ages suffer from depression - WHOFollowing could be potential causes of depression1. Family history. You’re at a higher risk for developing depression if you have a family history of depression.2. Early childhood trauma.3. Some events affect the way your body reacts to fear and stressful situations.4. Brain structure.5. Medical conditions.6. Drug use.Like I always state seeking to get physical and mental tests done then start a path in talk therapy","Dr Traci KochendorferTime for you to "" Claim IT"" with over 15 years in health and wellness, Ph.D Psy.D D.D. F.P.L.C. recognized on TV and Magazines,"
20,My family says I have depression,"I'm in my late teens and live with my dad. The only time I go out is for my college classes. Sometimes when I see my friends I want to talk with them, but sometimes I won't want to talk to them for days or even weeks. Sometimes I feel i'm not worth knowing or i'm never going to do anything right. Are they right, am I depressed",https://counselchat.com/questions/my-family-says-i-have-depression,depression,"It is hard to make sense of the many different feelings and moods we have, especially during the teen years. I am sorry that you have been feeling like you are not worth knowing or that you do not do anything right. Those are hard feelings to have! Added to the challenge is the current state of things related to COVID-19. Have you noticed an increase in these feelings during the stay at home mandates? If you felt this same way before all of the changes that have occurred over the past few months, how is it different (if at all) when you were able to go to classes and do things with friends? One way that helps me to understand what depression feels like is to imagine that you are wearing dark sunglasses all of the time; because they are always on they make everything that you look at appear darker. When sadness or a low mood is the norm and you cannot find things to get excited about or look forward to that is a good indication that it is time to seek professional help. There are many things that you can do to help lift your mood (exercise, eat healthy foods and drink, get adequate sleep, share your feelings with someone you can trust, decrease social media exposure, etc.), it is important to explore all of the options that are available to you. Seeking out counseling or talking to a doctor that knows you and your medical history well is a first step towards changing the feelings you described. If it is determined that you are experiencing depression there are options that will help you feel better. I hope this helps to give you hope that what you are feeling can improve. Once your mood lifts you will have the energy you need to combat the thoughts that say you are not worth knowing or that you cannot do anything right. There are great cognitive behavior therapy resources and counselors out there that can help you fight those thoughts and as you do you will learn the tools that will help you silence the thoughts that defeat you and tear you down","Kellie Spear, LCMHC, LMFTCompassionate online support & encouragement "
22,How can I get people to listen,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents. I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust",https://counselchat.com/questions/how-can-i-get-people-to-listen,depression,"First of all, I am sorry that you have been missing out on your childhood. It may help you to know that many of us feel that we have missed out on our childhoods, as well, and that despite such deprivations, for many of us, our adult lives have been extraordinarily fulfilling due to our opening up to trusted adults. I recommend that you find a trustworthy adult to talk to. This may be a teacher, a coach, a school counselor, a minister, a family member, or a friend's family member. If none of these are available, try out a professional counselor, social worker, psychiatric nurse practitioner, psychologist, or a psychiatrist. It is best to get a referral for such a professional from a peer who has had a positive and safe experience with a particular provider",David AlpertEnlightened Care
22,How can I get people to listen,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents. I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust",https://counselchat.com/questions/how-can-i-get-people-to-listen,depression,Trust this... You are not alone. We are here to help. There are passed life experience and maybe they see through what you haven t been given site to yet. They are in a time in their lives where hormones and aging is bringing them to a place they rather focus more on their feelings. Although it should be a time to embrace your new beginnings to help you with more patience. Sometimes learning energy practices and communication skills may improve your connection. You are also at a place of transition. It may seem out of wack right now but it will balance once you passed into adulthood. Then you will notice a friendship developing with them maybe. Hold On,"Dr Traci KochendorferTime for you to "" Claim IT"" with over 15 years in health and wellness, Ph.D Psy.D D.D. F.P.L.C. recognized on TV and Magazines,"
23,How can I get counseling if my primary care physician won't help,"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do",https://counselchat.com/questions/how-can-i-get-counseling-if-my-primary-care-physician-won-t-help,depression,"Telehealth has become very popular during the pandemic. One of the benefits of telehealth, is that you can see a therapist who may not be in your area at all (although depending on where you reside, they likely just need to be licensed in the state where you reside). Telehealth offers access to a much larger pool of mental health providers. Some therapists offer sliding scale fees (a reduced fee) for those who are unable to pay full rate",Beverly PedrocheAccepting New Patients
23,How can I get counseling if my primary care physician won't help,"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do",https://counselchat.com/questions/how-can-i-get-counseling-if-my-primary-care-physician-won-t-help,depression,"My first question is what insurance do you have? Sometimes counselors can create a ""superbill"" for clients who are out-of-network, basically creating a receipt for services that the insurance company will then reimburse. Or maybe you could call your insurance company to see who would be in-network for you as well. If you don't have insurance, there are many counselors who consider probono work for those that have extenuating circumstances, or reduced-cost sessions based on your needs. Other options could be connecting with organizations in your area that support mental health needs. They may have resources you are unaware of, or may be able to point you toward funding (though that's not always the case). Not sure if a group is the right setting for you, but support groups online may be beneficial just to maybe feel like you aren't alone. These are typically free and pretty popular right now due to COVID.Either way, I'm really sorry you have to deal with all that without the help you need. Keep searching and definitely don't give up hope","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
24,I don't believe in myself anymore,"I was married to a narcissist sociopath for 10 years. During that time I was a general manager. I used to help him financially and in other ways when we were together. But things began to change. He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner. I left him and moved to another state. Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me. He actually enjoys seeing me have a hard time in my life. I need help",https://counselchat.com/questions/i-don-t-believe-in-myself-anymore,depression,"Congratulations on leaving your marriage!It is ok and natural to feel sadness, loss, uncertainty in direction, hurt, resulting from ending the marriage.Possibly what you consider ""pity"" is a combination of these feelings.Be kind and caring toward who you are since you just put yourself through a major separation and need time to clear out the old emotions that connected you to your ex.There is very, very little chance of him helping you since he lacks compassion and empathy.More likely any help he gave would be in order to manipulate you.Maybe for now your server job is ok do you have more time to concentrate on taking care of your emotions.You were a manager once, you can be a manager again when you feel ready for doing so.Good luck","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
25,"If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting","I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help",https://counselchat.com/questions/if-i-am-trying-to-stop-self-harming-and-i-seek-help-will-i-need-to-be-put-in-an-inpatient-setting,depression,"Glad you are reaching out here!There are two types of self-harm: suicidal and non-suicidal. A lot of people I see and have seen engage in self-harm just to manage emotional dysregulation, but not to end their lives. Self-injury actually does a great job at helping us to manage really intense emotional states--even from a chemical level in the body. When you self-harm, it's triggers your body's endorphin production, which is a chemical that makes us feel good. I'm not saying you should do it, but I understand why you would choose that option because it is pretty powerful.To answer your question, I've never heard of anyone being admitted into inpatient for trying to stop non-suicidal self-injuring. Even some people I've worked with that are suicidal and self-harming have remained outpatient given we have an extensive safety plan, including how to reach out for help and coping skill development. Unless you are at high risk of suicide, you would most likely be outpatient. I also work from a harm reduction model, meaning that if you have to self-harm it might as well be as safe as possible. When people are trying to stop, sometimes the pressure gets in the way and they relapse (very normal and actually expected). So we prepare for that by discussing measures to take to make sure the method you use is very safe. Things here include making sure anything piercing the skin is properly disinfected, areas on the body to avoid cutting, and self-harm alternatives that still cause pain but are much safer. For example, some people hold ice in the palm of their hands, or snap rubber bands on their wrists. There are many websites that have safer alternatives as well if you just do a quick google search. Have patience with yourself here, too. You've found a way to manage a whole lot of emotions--and it's worked for you--you did that by yourself! You also want better for yourself and have made the first steps for change and that's really spectacular. It'll be similar to quitting any habit, so stick in there. And if you find a counselor that fits for you, even better! I wish you so much luck","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
25,"If I am trying to stop self-harming and I seek help, will I need to be put in an inpatient setting","I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help",https://counselchat.com/questions/if-i-am-trying-to-stop-self-harming-and-i-seek-help-will-i-need-to-be-put-in-an-inpatient-setting,depression,"Seeking professional help does not mean that you will necessarily be admitted into an inpatient setting - though to be honest, that can become an option if you feel unsafe or if you are unable to plan for safety. However, many clients who struggle with self-harm can find help in outpatient settings - particularly those which offer a treatment called Dialectical Behavioral Therapy (DBT). Looking for a DBT professional or group therapy setting may be particularly helpful, but a skilled professional can help you to figure out how to identify other options even when you are experiencing overwhelming emotions. Without knowing your location, I also recommend searching to find your local helpline or suicide prevention hotline. The volunteers on the other end of the line can be very helpful even if your intention is not suicide and they are likely also to be able to connect you with resources in your area. Calling into the helpline may also be a first step alternative to self-harming when you're feeling overwhelmed","Nicole StoneAnxiety, relationship crisis, and the separation/divorce experience."
26,Why do I feel sad all the time,I just feel sad all the time and I don't like anyone in my family. I feel like they're trying to control me and won't let me grow,https://counselchat.com/questions/why-do-i-feel-sad-all-the-time,depression,"Hello,While one can be sad from time to time, feeling sad ""all the time"" could be a sign of depression. If you feel sad on most days, it is worthwhile speaking to a psychologist to determine whether you suffer clinical depression. Feeling sadness is a normal response to loss, whether you lose a family, friend, job, or something you deem important in your life. However, feeling sadness all the time is a signal that you are not happy about something in your life. If it is related to your family and often relationship with family members could affect our self-esteem and self-worth, then perhaps it is worthwhile exploring what you find unhappy about your relationship with your family. Is it that you do not feel heard, supported or loved? Is it that you feel disrespected, disregarded or feel unimportant? These are just a few examples of common issues that people report that contribute to their depression. To help you to uncover your reasons for your sadness or depression and to cope with them in a healthier and more constructive way, it may be helpful to contact a therapist who could support you with this process. You do not have to deal with it alone. Dr. Virginia Chow, Montreal Psychologist. For more information about depression, please consult my website at www.PsychologyResource.ca",Virginia ChowTheraspace
26,Why do I feel sad all the time,I just feel sad all the time and I don't like anyone in my family. I feel like they're trying to control me and won't let me grow,https://counselchat.com/questions/why-do-i-feel-sad-all-the-time,depression,"Understandably the idea of someone who tries to control you, is good reason to feel sad.Your feelings sound like they are very strong and meaningful in your life.Keep in mind that your feelings about others has more to do with one's own self-view than with what the other person is actually doing.Unless the people in your family are actually interrupting and impeding your life in practical ways or by intimidation or other verbal ways to inhibit you, then there is a great chance your feelings of being controlled by other family members has more to do with your fears to be who you are than with any family members' actions","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
27,Is it possible that I have depression,"I'm starting to think that I might have depression. The thing is though, I'm not exactly sad. I can joke with my friends and stuff, but I've stopped caring about my work, and I've been starting to think that life is pointless. I really have no clue if I need help, or if I'm just tired or something",https://counselchat.com/questions/is-it-possible-that-i-have-depression,depression,"Depression isn't something someone ""has"", it is a dark mood and lack of satisfaction with the way the current life is structured.If you think of depression as motivation to look for new ways to understand yourself, find ways which are more satisfying in your work and relationships, then depression is a charm.The typical attitude most people have when they think of the word ""depression"", is that their life will collapse and decline, they'll need to take drugs, and feel hopeless.If you take a different approach and work with your depression as a signal to change some major area or one or two minor areas, then you will engage yourself in creating a better life for yourself","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
27,Is it possible that I have depression,"I'm starting to think that I might have depression. The thing is though, I'm not exactly sad. I can joke with my friends and stuff, but I've stopped caring about my work, and I've been starting to think that life is pointless. I really have no clue if I need help, or if I'm just tired or something",https://counselchat.com/questions/is-it-possible-that-i-have-depression,depression,"It is possible that you have depression, but you could also be experiencing some other changes that mean that you have feelings of being sad without actually being depressed. Your statement makes it sound like you've stopped caring about your work, but you're still going to work and doing your work. It almost sounds like you are dissatisfied with your work. Do you like what you do? When you said that life is pointless, what makes it that way? What is keeping you going? Is there something you can do each day that you can find meaning in?You mentioned that you are not sure if you need help or are just tired. It sounds like you could certainly benefit from talking with someone about more specifics.I'm curious about how long you have felt this way and if you are aware of anything that is contributing to it","Lauren Ostrowski, MA, LPC, NCC, BC-TMH, CCTP, CCHI tailor my therapeutic approach to each client's strengths and goals"
28,How can I get over my posttraumatic stress disorder without my parents knowing about it,"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age",https://counselchat.com/questions/how-can-i-get-over-my-posttraumatic-stress-disorder-without-my-parents-knowing-about-it,depression,"Post traumatic stress disorder (PTSD) is a very complex issue. It is the root cause of many other issues including depression, anxiety and anger to name a few. Re-experiencing the event is a telltale symptom of PTSD. One of the best things you can do for yourself is to find someone who specializes in this area to help you work through the symptoms associated with this disorder as well as directly addressing the event/events that initially caused the symptoms. There are various treatment methods available to helping professionals that are successful in treating this disorder. In the meantime there is a book called ""The Body Keeps the Score"", it is informative and may be helpful for you on your journey. It is my hope that you are not dealing with this alone. Best wishes",Nakisia McDanielTrauma Professional
28,How can I get over my posttraumatic stress disorder without my parents knowing about it,"I've had posttraumatic stress disorder for years without my parents ever finding out. I want to overcome it, but it’s so vivid, it’s like it’s happening again. I'm scared and paranoid. I have depression, which I have been struggling with since a young age",https://counselchat.com/questions/how-can-i-get-over-my-posttraumatic-stress-disorder-without-my-parents-knowing-about-it,depression,"I understand that at times it’s difficult to share with our parents what we have been trough, due to fear of judgment or punishment; but I have noticed that keeping our experiences secret, intensifies them. And Post Traumatic Stress Disorder can haunt us for a long time if we do not learn to process the memories that cause those symptoms. If you have been victim of a traumatic event that you are not prepared to share with your parents, it’s important that you seek help with a counselor, therapist or psychologist. Trauma Focused Cognitive Behavioral Therapy is a great technique to cope with physical symptoms, you could also use Narrative therapy, Creative Therapy or Journaling as a way to express memories and process them with your therapist. A psychiatrist can also prescribe medication to manage the symptoms, but is very important that you address the trauma so you can heal and go back to live your life. Many organizations like the United Way (2-1-1 in many states) offer resources and referrals to put you in touch with mental health providers, you could also talk to your school counselor, doctor or church to find referral that could help. Tip: You don’t have to tell you story to each person you ask for help, you can just start by asking for a counselor referral. ¿Cómo puedo superar el Desorden de Estrés Post Traumático sin que mis padres se enteren?Comprendo que muchas veces puede ser difícil compartir nuestras experiencias con nuestros padres, muchas veces por miedo a que nos juzguen o castiguen; pero he observado cómo mantener un secreto, lo vuelve más fuerte y difícil de manejar. El Desorden de Estrés Post Traumático puede ser una condición que nos persigue por mucho tiempo si no aprendemos a procesar las memorias que causan esos síntomas. Si has sido víctima de un trauma que tal vez no estás listo(a) para compartir con tus padres, es importante que busques la ayuda de algún consejero profesional, terapista o sicólogo. La Terapia Cognitiva Conductual enfocada en el Trauma, es una técnica que te ayudara a manejar muchos de los síntomas, también puedes utilizar diarios o Terapia Narrativa o creativa, para expresar memorias y procesarlas luego en terapia. Un Psiquiatra también te puede proveer medicamentos que ayudan a manejar los síntomas del Estrés Post Traumático, pero es importante que atiendas el problema inicial para poder sanar por completo y volver a tomar las riendas de tu vida. Muchas organizaciones como los Fondos Unidos (2-1-1 en muchos estados) tiene recursos que proveen referidos a consejeros o profesionales de la salud mental. También puedes preguntarle a tu consejero escolar, doctor o en la iglesia. Sugerencia: No tienes que contarle a todos tu problema, solo pide que te recomienden a un consejero o terapista","Vivian D. Echevarria Guzman, MSC, LPC-S, NCCBilingual Licensed Professional Counselor"
29,How can I manage my anxiety,I have twin toddlers. I experienced a death of loved one prior to giving birth. I had a horrible break up with the father. People told him he was using me for money. My ex-boyfriend had extreme meltdowns every day for three years. I’m always alone with no friends,https://counselchat.com/questions/how-can-i-manage-my-anxiety-2,depression,"Seems like you've really been through the ringer without much of a break. Just reading through the details you put in the question, I hear a couple things. One is that you seem like a helper. That's not bad at all, though other people taking advantage of your nurturing qualities and not giving that back to yourself can really zap your energy. Seems like you were the one that had to take care of your ex for a very long time. Think about what that takes--a lot of patience, great emotional awareness, flexibility to adjust to needs and change plans, etc. What that also means is that you probably had to focus so heavily on him that you weren't able to give any of that attention to yourself. The great part is that it doesn't look a whole lot different when you give that to you vs someone else. Self-love and self-care is a really important piece of managing anxiety (and depression), as you learned with your ex.The other thing I noticed is that it sounds like you maybe tend to people-please. This is common with people that are helpers--they are almost a package deal. People-pleasing is really about abandonment. It's derived from a fear that if you aren't exactly what people need, they may have negative feelings toward you and ultimately abandon or reject you. May also stem from a need for peace if you grew up in a chaotic home (common with kiddos from domestic violence backgrounds), though that usually has some type of connection to abandonment as well.As far as anxiety management goes, there's so much you can do. It's hard to say what will work specifically for you, but first thing that might help is to understand your triggers. What gives you anxiety? Is it general and seems to come out of nowhere? Or does it buildup and get worse at a certain time of day? I find that many people who have unresolved grief and depression tend to cycle through those symptoms and anxiety because there's so much stress and pressure involved in the cluster of issues that those circumstances tend to bring. Sorting those things out can be tough---if you need help from a friend or counselor, it's never too late to reach out. It doesn't matter if it happened last week or 10 years ago. If it matters to you, it's relevant.I hope some of this helps and you are able to find someone in your life to lean on. You aren't meant to be alone","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
29,How can I manage my anxiety,I have twin toddlers. I experienced a death of loved one prior to giving birth. I had a horrible break up with the father. People told him he was using me for money. My ex-boyfriend had extreme meltdowns every day for three years. I’m always alone with no friends,https://counselchat.com/questions/how-can-i-manage-my-anxiety-2,depression,"First, let me say that you are a survivor and a warrior. Managing 1 child by yourself is difficult, but twins is a whole different ballgame. Anxiety can affect us at any time anywhere. This is the challenge, especially when we have so many things to manage each day. There are several methods and practices that help manage and even reduce symptoms of anxiety. It will depend on what works best for you. Talk with friends, a counselor, or a loved one who can offer you support and feedback as you navigate this process of learning what works for you. When all else fails; make sure you are in a safe place, pause for a deep, cleansing breath in, a long exhale out, and ask yourself, ""What do I want in this moment?"" Now you can begin again",Daniel Kelley-PetersenMental Health and Career Counselor
30,How can I cope with depression,"In the last ten months, I've been kicked out, moved around three times, worked many jobs, stopped school to make money, had dad and mom get sick, was cheated on while pregnant, lost my baby, had relationship issues, and was betrayed. I can't get a job. I have no friends. I feel lonely and isolated. I've been dealing with all this by myself",https://counselchat.com/questions/how-can-i-cope-with-depression-2,depression,"Good for you to realize your strength to identify this long list of difficulties and recognize the difference between these pressured events and who you truly are.Self-care is the overall way to stabilize from so much upheaval and stress. Whatever is your favorite way to rest and relax, would be a beneficial way to regain your emotional and physical strength.Usually upsetting incidents are necessary so we place ourselves on a new track in life. They are not meant to harm you, so much as to nudge you to invest your life with different activities and people","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
30,How can I cope with depression,"In the last ten months, I've been kicked out, moved around three times, worked many jobs, stopped school to make money, had dad and mom get sick, was cheated on while pregnant, lost my baby, had relationship issues, and was betrayed. I can't get a job. I have no friends. I feel lonely and isolated. I've been dealing with all this by myself",https://counselchat.com/questions/how-can-i-cope-with-depression-2,depression,"One thing that may help is to focus on small things that you do have control over. If you can hold onto that sense of having control over what you wear or what you choose to eat or where you go during the day, this may help you be able to look at what is currently most important for you and consider different choices. For example, you say you can't get a job, but I wonder if you could work with and local agencies to help you find a job, like Career Link. You say you have no friends currently. Are there any previous friends that you can get back in contact with?You mentioned that you have no friends. Is there anyone in your life that you can talk with, even if it's not someone that you consider a closest friend","Lauren Ostrowski, MA, LPC, NCC, BC-TMH, CCTP, CCHI tailor my therapeutic approach to each client's strengths and goals"
31,How can I tell If I have depression,"I don't know if I have depression, but I have been very sad. There are nights that I don't sleep. I don't eat all day sometimes, I don't have energy to anything anymore",https://counselchat.com/questions/how-can-i-tell-if-i-have-depression,depression,"These. symptoms are all classic to the diagnosis of depression.A diagnosis itself doesn't help anyone get better. Often people say the word ""depression"" as though it means something terrible. The diagnosis of depression can be depressing.Forget matching symptoms with a diagnosis.More important to improvement is to know the reason for your sadness. When people become sad there is a reason for it and knowing this reason is the first step to changing the situation which creates the sadness in you.Think of depression as a way to slow down and examine aspects of your life and relationships. If you continue at the same pace of living and didn't stop and examine your life, then you may not notice what needs changing","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
32,How can I manage my anxiety and depression so I can feel normal again,My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life,https://counselchat.com/questions/how-can-i-manage-my-anxiety-and-depression-so-i-can-feel-normal-again,depression,"Anxiety and Depression are challenging experiences to live with and to manage on a daily basis. I would say that both are challenges to overcome but solutions to living healthy and well exist. Step 1: Talk about it. With friends, family, partners, counselors, and other trusted people in your life. Step 2: Create a plan with a counselor to learn new skills that help you recognize and manage your symptoms. Step 3: Don't give up. Working on yourself can be difficult and hard at the beginning. Stick with it and you will be able to find exercises, tools, and resources that help you live well",Daniel Kelley-PetersenMental Health and Career Counselor
32,How can I manage my anxiety and depression so I can feel normal again,My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life,https://counselchat.com/questions/how-can-i-manage-my-anxiety-and-depression-so-i-can-feel-normal-again,depression,"It is challenging to maintain motivation at all times, anxiety and depression can set in which can make interacting with others a struggle, it can lead us to do things that make us not feel good and we become isolated. This ends up feeding into a cycle that maintains the anxiety/depression loop and can be really challenging to step out of it. You are in a place of awareness and this is the first step in making changes that can help you feel better. It is really one step at a time, a concrete plan, with self-compassion to build the solid ground you need to come out of this. http://www.empoweryou2.com","Shari PescatorePsychotherapist, Health and Wellness Coach"
33,Why do I feel like I will never have a good career/amount to anything financially,"I'm in my early 20s. I've worked since two months after I turned 18. I have “plans.” I could become an electrician, or I could operate heavy machinery. I have goals, but I do nothing to try to meet them because I don't feel I can. I just want a better life for my fiancée and the kids than I did",https://counselchat.com/questions/why-do-i-feel-like-i-will-never-have-a-good-career-amount-to-anything-financially,depression,"If you're not following the goals you gave yourself, there are two possibilities.You don't really like your goals.You self-sabotage and prevent yourself from your own strengths and accomplishments.Think through each of these.If you've set goals which aren't true to your nature, then intuitively some part of you will reject them.If you self-sabotage, get in your own way from achieving what you truly would like, then ask questions of yourself around whether you feel undeserving of success","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
33,Why do I feel like I will never have a good career/amount to anything financially,"I'm in my early 20s. I've worked since two months after I turned 18. I have “plans.” I could become an electrician, or I could operate heavy machinery. I have goals, but I do nothing to try to meet them because I don't feel I can. I just want a better life for my fiancée and the kids than I did",https://counselchat.com/questions/why-do-i-feel-like-i-will-never-have-a-good-career-amount-to-anything-financially,depression,"For starters, commend yourself for being committed to working. You have no idea what is going to happen in the next second, so focusing on thinking you will never have a good career or amount to anything financially is creating a fictitious story. Remind yourself of that every time the thought pops up. The false belief that nothing good will happen is sucking out energy you can use on pursuing your career dreams. Next, do you know what you need to do to become an electrician or heavy machinery operator? If not, find out. Then, set up a realistic schedule for yourself to accomplish the steps. As you accomplish each step, see your progress. Notice that you are moving closer to your goal. Every day remind yourself why you are pursuing this career. In fact, write it down and tape it on your bathroom mirror. When you start to feel discouraged, remember your goal and remind yourself that you have no idea if you'll make it or not but you are going to give it everything you have to find out. Anything worth pursuing is going to take a lot of persistence and hard work. Stay with it! You and your family are worth it",Karen ThackerRelationship Specialist
34,Why do I feel like I'm nothing more than a wife and mom,"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it",https://counselchat.com/questions/why-do-i-feel-like-i-m-nothing-more-than-a-wife-and-mom,depression,"Good for you on being sensitive to your human need for personal evolution.Wife and mother are meaningful positions. And in your case, in order to feel your own growth, other areas of who you are would like your attention.Give yourself time to allow your interest to wander in order to find the area of growth which will satisfy you.Just like you know now that you'd like more than your current situation, trust yourself to know you will also know when you've arrived at another road you'd like to take for your own happiness","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
34,Why do I feel like I'm nothing more than a wife and mom,"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it",https://counselchat.com/questions/why-do-i-feel-like-i-m-nothing-more-than-a-wife-and-mom,depression,"It appears to me that you feel as if you have sacrificed your dreams and aspirations when you assumed the roles of wife and mother. Many women place all their energies into raising a family but like you, believe they have not self- actualized in the process. Your efforts and devotion appear to have paid off as you now have a loving family! I would encourage you to explore your passions and hence find your identity apart from mothering.The reality is that parenting involves years of work as it takes 18 years to reach adulthood! Perhaps you can look forward to evolving with your children as you discover what else you would like to do with your life",Audrey ONealBi-lingual Psychotherapist and HeartMath Certified Practitioner
36,How can I be less paranoid at night,"I'm currently up paranoid about, well, everything. I can't get to sleep, and I have a feeling of being watched constantly. I have extreme depression and anxiety. I'd really like to not be this paranoid and go to bed. I've tried night lights, ambiance, and warm baths",https://counselchat.com/questions/how-can-i-be-less-paranoid-at-night,depression,"What kinds of things help you to feel safe? I think it's great you've already tried a few things to help yourself sleep, even if they don't work. Those methods of coping could be targeting something other than paranoia--which is maybe why you aren't finding those things are helpful. If you are really struggling, sometimes meds can help to calm the brain a bit. If you choose this route, make sure you give your prescribing doctor all the information about your symptoms so your meds can be as accurate as possible for what you're dealing with.If you have access, counseling could be beneficial as well. There are more and more counselors becoming available via telehealth because of COVID, so you could even find someone to help you right in the space you feel most paranoid about (given that space is private). Either way, talking some of those fears through could at the very least bring some insight, if not some relief","Kaileen McMickle, MS, LPCLicensed Professional Counselor"
36,How can I be less paranoid at night,"I'm currently up paranoid about, well, everything. I can't get to sleep, and I have a feeling of being watched constantly. I have extreme depression and anxiety. I'd really like to not be this paranoid and go to bed. I've tried night lights, ambiance, and warm baths",https://counselchat.com/questions/how-can-i-be-less-paranoid-at-night,depression,"Would you possibly feel less paranoid if you talk with someone at the moments you feel paranoid? There are mental health hotlines, so maybe speaking with someone would release your fear enough so you'd fall back asleep.Also, maybe go to bed only if you're really, really tired. This way your own body will draw your mental state into going to sleep.Do you understand why the paranoia only affects you during the night. Usually paranoia comes when it wants to, and is not limited to nighttimes.Maybe it is only fear and anxiety, not paranoia you have","Sherry Katz, LCSWCouples and Family Therapist, LCSW"
